0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,48782,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42486,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42490,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42490,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,54952,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,151012,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,193313,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,193225,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,193297,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,43366,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,44958,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,44670,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,48782,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
44958,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,44958,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,48782,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,43038,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42490,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,54952,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42490,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42486,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,44958,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,49590,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42462,42446,42446,42446,49590,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42486,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,44958,42446,42446,42446,42446,42446,42446,42446,42446,42446,193385,42446,42446,42446,42446,42446,42446,42486,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42486,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,43038,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,44670,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,193353,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42486,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,43038,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42552,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,48782,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,43366,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42552,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,48782,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42462,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446,42446
