0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,30198,23064,23064,23048,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064
23064,30198,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23860,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064
23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23048,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23048
23064,23064,23064,23064,23048,23064,23064,23064,23956,23064,23064,23064,23064,23048,23048,23064,23048,23048,23064,23064,23064,23064,23064,23064,23064,23064,23064,23048,23064,23048,23064,23064,23064,23064,23064,23096,23064,23064,23064,23064,30214,23064,23064,23064,23064,23064,23064,23064,23064,23064
23048,23080,23048,23064,23064,23064,23064,23064,23064,23048,23064,23048,23064,23048,23064,23048,23064,23048,23064,23064,23064,23064,23064,23064,23064,23048,23064,23048,23048,23048,23064,23064,23064,23064,23064,23064,23224,23064,23064,23064,23048,23064,23048,23064,23064,23048,23064,23048,23048,23048
23064,23064,23048,23048,23048,23048,23048,23064,23064,23048,23196,23064,23064,23048,23048,23048,23048,23048,23064,23048,23064,23048,23048,23064,23048,23048,23064,23048,23048,23048,23048,23192,23048,23064,23048,23048,23048,23064,23048,23048,23048,23048,23064,23048,23064,23048,23048,23048,23048,23048
23048,23064,23048,23048,23048,23048,23048,23064,23048,23048,23048,23048,23144,23048,23048,23048,23048,23048,23048,23048,23048,23048,23064,23064,23048,23048,23064,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23064,23048,23048,23048,23048,23048,23048,23048,23048,23064,23048,23048,23048
23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048
23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23132,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23064,23048,23048,23048,23048,23048
23048,23048,23064,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23192,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048
23048,23196,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23016,23048,23048,23064,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048
23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23016,23048,23048,23048,23048,23048,23048,23048,23016,23048,23048,23462,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048
23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23016,23048,23048,23048,23048,23048,23016,23048,23048,23048,23048,23048,23048,23048,23048,23048,23016,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23016,23048,23048,23048
23016,23016,23048,23048,23048,23048,23016,23016,23016,23048,23048,23016,23048,23016,23048,23048,23048,23048,23016,23048,23048,23048,23048,23048,23048,23048,23048,23048,23016,23048,23192,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23048,23016,23048,23048,23112,23048,23048,23048
23016,23048,23048,23016,23016,23048,23048,23016,23048,23016,23048,23048,23192,23016,23048,23016,23048,23016,23048,23016,23016,23048,23016,23048,23048,23016,23048,23016,23048,23048,23048,23048,23016,23048,23016,23048,23048,23048,23016,23016,23016,23048,23016,23016,23016,23016,23016,23016,23048,23048
23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23048,23016,23016,23016,23016,23048,23016,23016,23048,23016,23048,23016,23016,23016,23016,23016,23048,23480,23016,23016,23016,23016,23016,23016,23048,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016
23016,23016,23016,23016,23016,23016,23016,23016,23064,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23720,23624,23016,23016,23016
23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23032,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016
23016,23016,23016,23016,23016,23016,23816,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23360,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016
23064,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23704,23016,23016,23016,23016,23016,23016,23016,23016,23216,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23160,23016,23016,23016,23016,23016,23016,23016,23016
23016,23016,23016,23816,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23064,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016
23016,22926,23016,23016,23016,23016,23016,23016,23016,23704,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23784,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016
23016,23016,23016,23016,23000,23016,23016,23016,23016,23016,23016,23016,22926,23016,23016,23016,23016,23016,23016,23016,23016,23016,23064,23016,23016,23016,23016,23016,23016,23016,23016,23016,22926,23016,23000,22926,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016,23102,23016,23016,23016
23016,23016,23016,23016,22926,23016,23016,22926,23016,23016,22926,23016,23016,23016,30150,23016,22904,23016,23016,22926,23000,23016,22926,23016,23000,23016,22926,23016,23016,23016,23016,23016,22926,22926,23016,23016,22926,23016,23016,23000,23016,23016,23016,23016,23016,23016,23016,23016,23016,23016
23016,22904,22904,22926,22926,23016,22926,23016,23016,23016,23016,23016,23016,22926,23016,23016,22926,22920,23016,22926,22904,22910,22926,22926,22926,22926,23084,23016,23000,23016,22926,23016,22926,23000,22926,22926,23016,23016,23016,23000,23016,22904,23016,22926,23016,23016,23016,22926,23016,23016
22926,22920,22926,23016,22910,22926,23000,22904,22894,22904,22926,22904,22926,23016,22904,22904,22894,23016,22926,22904,22894,22920,22904,22926,23016,22926,22926,22926,22926,22926,22926,23000,23108,23016,22926,23390,22926,22904,22894,22926,23000,23000,22904,23016,22926,23016,23752,23016,23016,22926
22910,22904,22920,23016,22894,22894,22894,22926,22926,22904,22904,22910,22894,22926,22926,22904,23016,22926,22894,22904,22894,22910,22926,22904,22926,22894,22904,22894,22894,22894,22894,22904,23134,22904,22926,22894,22894,22920,23016,22926,22904,22894,22894,23000,22904,22904,22904,22894,22904,22926
